,Journal,Publication_Date,URL_link,Ford_count,Wright_count,Wolszczan_count,Gilliland_count,Luhman_count,Sigurdsson_count,Kasting_count,,,
398,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
399,Astronomy and Astrophysics,2010-09-00,2010A&A...520A..65B,0,0,0,0,0,0,0,,,
401,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
403,The Astrophysical Journal,2010-01-00,2010ApJ...708.1492R,0,0,0,0,0,0,0,,,
404,The Astrophysical Journal,2010-11-00,2010ApJ...723L..60H,0,0,0,0,0,0,0,,,
405,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..47S,0,0,0,0,0,0,0,,,
406,Astronomy and Astrophysics,2010-04-00,2010A&A...513A..69H,0,0,0,0,0,0,0,,,
407,The Astrophysical Journal,2010-09-00,2010ApJ...720..337S,0,0,0,0,0,0,0,,,
408,The Astronomical Journal,2010-12-00,2010AJ....140.2007M,0,0,0,0,0,0,0,,,
410,The Astrophysical Journal,2010-01-00,2010ApJ...708.1366V,0,0,0,0,0,0,0,,,
411,Astronomy and Astrophysics,2010-09-00,2010A&A...519A..98B,0,0,0,0,0,0,0,,,
412,Astronomy and Astrophysics,2010-10-00,2010A%26A...521L..60B,0,0,0,0,0,0,0,,,
414,The Astrophysical Journal,2010-05-00,2010ApJ...715..458T,0,0,0,0,0,0,0,,,
416,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..48L,0,0,0,0,0,0,0,,,
417,Astronomy and Astrophysics,2010-02-00,2010A%26A...511A..45S,0,0,0,0,0,0,0,,,
418,Publications of the Astronomical Society of the Pacific,2010-02-00,2010PASP..122..156A,0,0,0,0,0,0,0,,,
419,The Astrophysical Journal,2010-02-00,2010ApJ...710.1724B,0,0,0,0,0,0,0,,,
420,Publications of the Astronomical Society of Japan,2010-08-00,2010PASJ...62.1063S,0,0,0,0,0,0,0,,,
421,The Astrophysical Journal,2010-04-00,2010ApJ...713L.131K,0,0,0,0,0,0,0,,,
422,The Astrophysical Journal,2010-08-00,2010ApJ...719..890R,0,0,0,0,0,0,0,,,
423,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
424,The Astrophysical Journal,2010-01-00,2010ApJ...708.1366V,0,0,0,0,0,0,0,,,
425,Astronomy and Astrophysics,2010-11-00,2010A&A...522A.110C,0,0,0,0,0,0,0,,,
426,The Astrophysical Journal,2011-12-00,2011ApJ...743..184W,0,0,0,0,0,0,0,,,
427,The Astronomical Journal,2011-09-00,2011AJ....142...86E,0,0,0,0,0,0,0,,,
432,Astronomy and Astrophysics,2011-11-00,2011A%26A...535L...7H,0,0,0,0,0,0,0,,,
440,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..54S,0,0,0,0,0,0,0,,,
442,The Astrophysical Journal,2011-02-00,2011ApJ...728..120M,0,0,0,0,0,0,0,,,
457,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.130S,0,0,0,0,0,0,0,,,
458,Monthly Notices of the Royal Astronomical Society,2011-10-00,2011MNRAS.417..709A,0,0,0,0,0,0,0,,,
463,Astronomy and Astrophysics,2011-09-00,2011A%26A...533A.130H,0,0,0,0,0,0,0,,,
464,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0,,,
465,The Astrophysical Journal,2011-05-00,2011ApJ...732...31T,0,0,0,0,0,0,0,,,
468,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..40F,0,0,0,0,0,0,0,,,
469,Astronomy and Astrophysics,2011-09-00,2011A%26A...533A..88G,0,0,0,0,0,0,0,,,
474,The Astrophysical Journal,2011-07-00,2011ApJ...735...24J,0,0,0,0,0,0,0,,,
475,The Astrophysical Journal,2011-02-00,2011ApJ...727..117M,0,0,0,0,0,0,0,,,
476,The Astrophysical Journal,2011-11-00,2011ApJ...742...59H,0,0,0,0,0,0,0,,,
477,Publications of the Astronomical Society of the Pacific,2011-05-00,2011PASP..123..547M,0,0,0,0,0,0,0,,,
478,Astronomy and Astrophysics,2011-03-00,2011A%26A...527A..63M,0,0,0,0,0,0,0,,,
479,Astronomy and Astrophysics,2011-03-00,2011A%26A...527A..63M,0,0,0,0,0,0,0,,,
480,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0,,,
481,The Astrophysical Journal,2011-06-00,2011ApJ...733..116B,0,0,0,0,0,0,0,,,
485,Astronomy and Astrophysics,2011-09-00,2011A%26A...533A..90D,0,0,0,0,0,0,0,,,
487,Monthly Notices of the Royal Astronomical Society,2011-01-00,2011MNRAS.410.1631E,0,0,0,0,0,0,0,,,
489,Astronomy and Astrophysics,2013-01-00,1111.5019,0,0,0,0,0,0,0,,,
492,The Astronomical Journal,2011-09-00,2011AJ....142...86E,0,0,0,0,0,0,0,,,
495,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..60A,0,0,0,0,0,0,0,,,
496,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0,,,
501,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0,,,
502,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..41C,0,0,0,0,0,0,0,,,
504,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.111M,0,0,0,0,0,0,0,,,
505,The Astrophysical Journal,2011-02-00,2011ApJ...727..117M,0,0,0,0,0,0,0,,,
506,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0,,,
513,Publications of the Astronomical Society of the Pacific,2011-05-00,2011PASP..123..555A,0,0,0,0,0,0,0,,,
514,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.111B,0,0,0,0,0,0,0,,,
517,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..55D,0,0,0,0,0,0,0,,,
520,The Astrophysical Journal,2011-02-00,2011ApJ...728..138H,0,0,0,0,0,0,0,,,
523,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0,,,
527,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0,,,
530,Astronomy and Astrophysics,2011-01-00,2011A&A...525A..54B,0,0,0,0,0,0,0,,,
537,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..54S,0,0,0,0,0,0,0,,,
539,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..55D,0,0,0,0,0,0,0,,,
542,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0,,,
543,European Physical Journal Web of Conferences,2011-02-00,2011EPJWC..1102006D,0,0,0,0,0,0,0,,,
544,The Astrophysical Journal,2011-06-00,2011ApJ...733..116B,0,0,0,0,0,0,0,,,
545,The Astrophysical Journal,2011-02-00,2011ApJ...727..103T,0,0,0,0,0,0,0,,,
546,The Astrophysical Journal,2011-11-00,2011ApJ...741..114M,0,0,0,0,0,0,0,,,
550,Astronomy and Astrophysics,2011-05-00,2011A%26A...529A.102B,0,0,0,0,0,0,0,,,
553,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0,,,
554,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0,,,
555,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0,,,
556,Astronomy and Astrophysics,2011-03-00,2011A%26A...527A..63M,0,0,0,0,0,0,0,,,
558,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0,,,
560,The Astronomical Journal,2011-01-00,2011AJ....141....8S,0,0,0,0,0,0,0,,,
561,Astronomy and Astrophysics,2013-01-00,1111.5019,0,0,0,0,0,0,0,,,
563,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A..63S,0,0,0,0,0,0,0,,,
568,Astronomy and Astrophysics,2011-05-00,2011A%26A...529A.134L,0,0,0,0,0,0,0,,,
569,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0,,,
573,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..24T,0,0,0,0,0,0,0,,,
577,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..55D,0,0,0,0,0,0,0,,,
578,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.141F,0,0,0,0,0,0,0,,,
579,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0,,,
583,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.111M,0,0,0,0,0,0,0,,,
588,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.141F,0,0,0,0,0,0,0,,,
591,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.111M,0,0,0,0,0,0,0,,,
593,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..54S,0,0,0,0,0,0,0,,,
596,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A..97T,0,0,0,0,0,0,0,,,
598,The Astrophysical Journal,2011-01-00,2011ApJ...726...52H,0,0,0,0,0,0,0,,,
600,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..55D,0,0,0,0,0,0,0,,,
603,The Astrophysical Journal,2011-01-00,2011ApJ...726...52H,0,0,0,0,0,0,0,,,
604,The Astrophysical Journal,2011-11-00,2011ApJ...742...59H,0,0,0,0,0,0,0,,,
605,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0,,,
610,The Astronomical Journal,2011-09-00,2011AJ....142...95K,0,0,0,0,0,0,0,,,
615,Monthly Notices of the Royal Astronomical Society,2012-10-00,2012MNRAS.426..739H,0,0,0,0,0,0,0,,,
616,Publications of the Astronomical Society of Japan,2012-12-00,2012PASJ...64..135S,0,0,0,0,0,0,0,,,
617,The Astronomical Journal,2012-11-00,2012AJ....144..139H,0,0,0,0,0,0,0,,,
619,The Astrophysical Journal,2012-08-00,2012ApJ...755..102Y,0,0,0,0,0,0,0,,,
620,The Astrophysical Journal,2012-07-00,2012ApJ...753..169W,0,0,0,0,0,0,0,,,
622,The Astrophysical Journal,2012-04-00,2012ApJ...749...39R,0,0,0,0,0,0,0,,,
623,The Astrophysical Journal,2012-05-00,2012ApJ...750...84B,0,0,0,0,0,0,0,,,
624,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
625,Monthly Notices of the Royal Astronomical Society,2012-10-00,2012MNRAS.426..739H,0,0,0,0,0,0,0,,,
626,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
627,The Astrophysical Journal,2012-10-00,2012ApJ...757..119B,0,0,0,0,0,0,0,,,
628,Monthly Notices of the Royal Astronomical Society,2012-10-00,2012MNRAS.426..739H,0,0,0,0,0,0,0,,,
629,The Astrophysical Journal,2012-09-00,2012ApJ...756...91H,0,0,0,0,0,0,0,,,
630,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
631,The Astronomical Journal,2012-04-00,2012AJ....143...81S,0,0,0,0,0,0,0,,,
632,The Astrophysical Journal,2012-01-00,2012ApJ...745...80Q,0,0,0,0,0,0,0,,,
634,Publications of the Astronomical Society of Japan,2012-10-00,2012PASJ...64...97S,0,0,0,0,0,0,0,,,
635,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
636,The Astronomical Journal,2012-07-00,2012AJ....144...19B,0,0,0,0,0,0,0,,,
637,Monthly Notices of the Royal Astronomical Society,2012-12-00,2012MNRAS.427.1877C,0,0,0,0,0,0,0,,,
638,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
641,The Astronomical Journal,2012-11-00,2012AJ....144..139H,0,0,0,0,0,0,0,,,
642,The Astrophysical Journal,2012-09-00,2012ApJ...756...91H,0,0,0,0,0,0,0,,,
643,Monthly Notices of the Royal Astronomical Society,2012-10-00,2012MNRAS.426..739H,0,0,0,0,0,0,0,,,
644,Astronomy and Astrophysics,2012-09-00,2012A%26A...545A..55B,0,0,0,0,0,0,0,,,
645,The Astrophysical Journal,2012-04-00,2012ApJ...749...39R,0,0,0,0,0,0,0,,,
646,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
647,The Astrophysical Journal,2012-09-00,2012ApJ...756L..33Q,0,0,0,0,0,0,0,,,
648,Astronomy and Astrophysics,2012-11-00,2012A%26A...547A..61S,0,0,0,0,0,0,0,,,
649,Astronomy and Astrophysics,2012-01-00,2012A%26A...537A..54R,0,0,0,0,0,0,0,,,
650,Publications of the Astronomical Society of Japan,2012-12-00,2012PASJ...64..135S,0,0,0,0,0,0,0,,,
652,Monthly Notices of the Royal Astronomical Society,2012-05-00,2012MNRAS.422.1988A,0,0,0,0,0,0,0,,,
653,Monthly Notices of the Royal Astronomical Society,2012-10-00,2012MNRAS.426..739H,0,0,0,0,0,0,0,,,
654,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
655,Monthly Notices of the Royal Astronomical Society,2012-05-00,2012MNRAS.422.1988A,0,0,0,0,0,0,0,,,
656,The Astrophysical Journal,2012-07-00,2012ApJ...754...73B,0,0,0,0,0,0,0,,,
657,The Astronomical Journal,2012-07-00,2012AJ....144...19B,0,0,0,0,0,0,0,,,
659,Nature,2012-11-00,2012Natur.491..207D,0,0,0,0,0,0,0,,,
660,Astronomy and Astrophysics,2012-01-00,2012A%26A...537A.136G,0,0,0,0,0,0,0,,,
661,Monthly Notices of the Royal Astronomical Society,2012-10-00,2012MNRAS.426..739H,0,0,0,0,0,0,0,,,
662,The Astronomical Journal,2012-07-00,2012AJ....144...19B,0,0,0,0,0,0,0,,,
663,The Astrophysical Journal,2012-07-00,2012ApJ...754...50R,0,0,0,0,0,0,0,,,
665,Astronomy and Astrophysics,2012-02-00,2012A%26A...538A.113D,0,0,0,0,0,0,0,,,
666,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
667,The Astronomical Journal,2012-11-00,2012AJ....144..139H,0,0,0,0,0,0,0,,,
668,Astronomy and Astrophysics,2012-05-00,2012A%26A...541A.149O,0,0,0,0,0,0,0,,,
669,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
670,Astronomy and Astrophysics,2012-08-00,2012A%26A...544A..72L,0,0,0,0,0,0,0,,,
673,Astronomy and Astrophysics,2012-08-00,2012A%26A...544A..72L,0,0,0,0,0,0,0,,,
674,Astronomy and Astrophysics,2012-11-00,2012A%26A...547A..61S,0,0,0,0,0,0,0,,,
676,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
677,Publications of the Astronomical Society of Japan,2012-12-00,2012PASJ...64..135S,0,0,0,0,0,0,0,,,
678,The Astrophysical Journal,2012-09-00,2012ApJ...756L..33Q,0,0,0,0,0,0,0,,,
679,Publications of the Astronomical Society of Japan,2012-04-00,2012PASJ...64...34O,0,0,0,0,0,0,0,,,
680,Astronomy and Astrophysics,2012-10-00,2012A%26A...546A..27B,0,0,0,0,0,0,0,,,
681,The Astronomical Journal,2012-07-00,2012AJ....144...19B,0,0,0,0,0,0,0,,,
683,The Astrophysical Journal,2012-04-00,2012ApJ...749..134H,0,0,0,0,0,0,0,,,
684,Science,2012-06-00,2012Sci...336.1133N,0,0,0,0,0,0,0,,,
685,Astronomy and Astrophysics,2012-10-00,2012A%26A...546A...5L,0,0,0,0,0,0,0,,,
686,Publications of the Astronomical Society of Japan,2012-12-00,2012PASJ...64..135S,0,0,0,0,0,0,0,,,
687,The Astrophysical Journal,2012-09-00,2012ApJ...756L..39B,0,0,0,0,0,0,0,,,
688,Monthly Notices of the Royal Astronomical Society,2012-05-00,2012MNRAS.422.1988A,0,0,0,0,0,0,0,,,
689,The Astrophysical Journal,2012-04-00,2012ApJ...749...39R,0,0,0,0,0,0,0,,,
690,Science,2012-06-00,2012Sci...336.1133N,0,0,0,0,0,0,0,,,
691,Monthly Notices of the Royal Astronomical Society,2012-10-00,2012MNRAS.426..739H,0,0,0,0,0,0,0,,,
692,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
697,The Astrophysical Journal Supplement Series,2013-10-00,2012arXiv1208.3312X,0,0,0,0,0,0,0,,,
699,Astronomy and Astrophysics,2014-01-00,2013arXiv1310.1994B,0,0,0,0,0,0,0,,,
701,Astronomy and Astrophysics,2013-04-00,2013A%26A...552A..82G,0,0,0,0,0,0,0,,,
702,Publications of the Astronomical Society of the Pacific,2013-01-00,2013PASP..125...48M,0,0,0,0,0,0,0,,,
704,Astronomy and Astrophysics,2013-07-00,2013A%26A...555A.118A,0,0,0,0,0,0,0,,,
705,Astronomy and Astrophysics,2014-03-00,2013arXiv1311.5271M,0,0,0,0,0,0,0,,,
706,Astronomy and Astrophysics,2013-04-00,2013A%26A...552A..70K,0,0,0,0,0,0,0,,,
707,Publications of the Astronomical Society of Japan,2013-08-00,2013arXiv1304.4328S,0,0,0,0,0,0,0,,,
708,The Astrophysical Journal,2013-08-00,2013arXiv1305.7428R,0,0,0,0,0,0,0,,,
710,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0,,,
712,The Astrophysical Journal,2013-05-00,2013ApJ...768..127S,0,0,0,0,0,0,0,,,
713,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0,,,
714,Astronomy and Astrophysics,2013-09-00,2013A%26A...557A..74G,0,0,0,0,0,0,0,,,
715,Astronomy and Astrophysics,2014-03-00,2013arXiv1311.5271M,0,0,0,0,0,0,0,,,
716,Astronomy and Astrophysics,2014-03-00,2013arXiv1311.5271M,0,0,0,0,0,0,0,,,
717,Astronomy and Astrophysics,2013-08-00,2013A%26A...556A.110B,0,0,0,0,0,0,0,,,
718,The Astrophysical Journal,2013-10-00,2013ApJ...776...10W,0,0,0,0,0,0,0,,,
720,Astronomy and Astrophysics,2013-03-00,2013A%26A...551A..73F,0,0,0,0,0,0,0,,,
721,Astronomy and Astrophysics,2013-03-00,2013A%26A...551A..73F,0,0,0,0,0,0,0,,,
723,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0,,,
724,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0,,,
725,The Astronomical Journal,2013-01-00,2013AJ....145....5P,0,0,0,0,0,0,0,,,
726,Astronomy and Astrophysics,2013-10-00,1304.214,0,0,0,0,0,0,0,,,
727,Astronomy and Astrophysics,2013-04-00,2013A%26A...552A.120S,0,0,0,0,0,0,0,,,
728,The Astrophysical Journal Supplement Series,2013-10-00,2013ApJS..208...22X,0,0,0,0,0,0,0,,,
730,The Astrophysical Journal Supplement Series,2013-10-00,2013ApJS..208...22X,0,0,0,0,0,0,0,,,
731,The Astrophysical Journal,2013-01-00,2013ApJ...763...67S,0,0,0,0,0,0,0,,,
732,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A...2L,0,0,0,0,0,0,0,,,
733,Publications of the Astronomical Society of Japan,2013-08-00,2013arXiv1304.4328S,0,0,0,0,0,0,0,,,
734,Astronomy and Astrophysics,2013-08-00,2013A%26A...556A.110B,0,0,0,0,0,0,0,,,
735,Astronomy and Astrophysics,2014-03-00,2013arXiv1311.5271M,0,0,0,0,0,0,0,,,
736,Publications of the Astronomical Society of Japan,2013-08-00,1304.4328,0,0,0,0,0,0,0,,,
737,Astronomy and Astrophysics,2013-05-00,2013A%26A...553A...8D,0,0,0,0,0,0,0,,,
738,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A...2L,0,0,0,0,0,0,0,,,
739,The Astrophysical Journal,2013-09-00,1307.2886,0,0,0,0,0,0,0,,,
740,Astronomy and Astrophysics,2014-01-00,2013arXiv1310.2064O,0,0,0,0,0,0,0,,,
741,Astronomy and Astrophysics,2013-03-00,2013A%26A...551A..73F,0,0,0,0,0,0,0,,,
743,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0,,,
747,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0,,,
748,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0,,,
749,The Astrophysical Journal,2013-09-00,2013ApJ...774...54S,0,0,0,0,0,0,0,,,
750,Astronomy and Astrophysics,2014-03-00,2013arXiv1311.5271M,0,0,0,0,0,0,0,,,
751,Astronomy and Astrophysics,2014-01-00,2013arXiv1310.2064O,0,0,0,0,0,0,0,,,
752,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0,,,
753,Astronomy and Astrophysics,2013-08-00,2013A%26A...556A.110B,0,0,0,0,0,0,0,,,
754,The Astrophysical Journal,2013-01-00,2013ApJ...762....9S,0,0,0,0,0,0,0,,,
755,The Astrophysical Journal,2013-09-00,2013arXiv1307.7640R,0,0,0,0,0,0,0,,,
756,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0,,,
757,The Astrophysical Journal,2013-01-00,2013ApJ...762....9S,0,0,0,0,0,0,0,,,
759,The Astrophysical Journal,2014-01-00,2013arXiv1310.6248C,0,0,0,0,0,0,0,,,
760,Astronomy and Astrophysics,2013-03-00,2013A%26A...551A..80T,0,0,0,0,0,0,0,,,
761,ArXiv e-prints,2013-01-00,1301.2741,0,0,0,0,0,0,0,,,
763,The Astrophysical Journal,2013-04-00,2013ApJ...766...67J,0,0,0,0,0,0,0,,,
764,The Astrophysical Journal,2013-08-00,2013ApJ...773...64P,0,0,0,0,0,0,0,,,
766,Astronomy and Astrophysics,2013-04-00,2013A%26A...552A..82G,0,0,0,0,0,0,0,,,
767,Astronomy and Astrophysics,2013-01-00,2013A%26A...549A.134H,0,0,0,0,0,0,0,,,
768,Astronomy and Astrophysics,2013-07-00,2013A%26A...555A..87M,0,0,0,0,0,0,0,,,
769,Astronomy and Astrophysics,2013-07-00,2013A%26A...555A.118A,0,0,0,0,0,0,0,,,
